,part_number,description,quantity,price,inventory_category,annual_days_supply
1830,9049100345,sc2 comm system sp 127,11,469.0,essential,440.0
1831,93010041b,seal,20,10.99,non-essential,800.0
1832,93040221a,"seal, oil 35x52x7",6,41.99,nearing_obsolete,1080.0
1833,93040391a,seal ring,2,17.99,nearing_obsolete,180.0
1834,93040521a,seal ring 35x47.15x6.8,2,8.99,nearing_obsolete,360.0
1835,93041271a,seal ring 20x26x4,3,4.99,nearing_obsolete,540.0
1836,93042181a,seal ring,2,35.99,nearing_obsolete,720.0
1837,93042191a,seal ring,2,18.99,nearing_obsolete,360.0
1838,93042691a,seal ring,7,7.99,non-essential,2520.0
1839,942470014,liquid gasket,8,30.99,nearing_obsolete,1440.0
1840,942470036,fluid sealant black,3,57.99,nearing_obsolete,1080.0
1841,96680573a,heated handgrip set m-fit,11,484.99,nearing_obsolete,1980.0
1842,96680961ba,pair of dynamic led turn,1,152.99,nearing_obsolete,360.0
1843,96681221aa,pair of built-in front turn,1,197.99,nearing_obsolete,360.0
1844,96780692a,ms1200 top case - no cover,1,905.99,essential,360.0
1845,970-3201,"corrosion,block,arsl,130z",11,17.99,non-essential,3960.0
1846,97398,"tkc80,150/70b17,69q",1,410.99,nearing_obsolete,360.0
1847,97480171a,black adhesive tank,1,59.99,nearing_obsolete,360.0
1848,97580171aa,ducati garage mat,3,291.99,nearing_obsolete,1080.0
1849,97980721a,ducati corse clutch fluid rese,3,21.99,nearing_obsolete,1080.0
1850,981040075,gloves strada c4 l,1,249.99,non-essential,360.0
1851,981040076,gloves strada c4 xl,1,249.99,nearing_obsolete,360.0
1852,981040455,baby socks speed,1,10.99,non-essential,180.0
1853,981046654,jacket heritage c2 54,1,599.99,essential,360.0
1854,981070814,helmet ducati peak v5 dot/ece,2,459.99,essential,720.0
1855,981070815,helmet ducati peak v5 dot/ece l,1,459.99,nearing_obsolete,360.0
1856,981070816,helmet ducati peak v5 dot/ece,1,459.99,nearing_obsolete,360.0
1857,981071186,technical sweatshirt,1,329.99,nearing_obsolete,360.0
1858,981071336,fabric jacket speed air c2 xl,2,329.99,nearing_obsolete,720.0
1859,981071345,gloves city c3 l,2,129.99,nearing_obsolete,360.0
1860,981077029,bagpack redline b4,1,199.99,nearing_obsolete,360.0
1861,987672029,multistrada 1200,6,9.99,non-essential,2160.0
1862,987684734,t-shirt ducatiana'10 red m,3,27.99,nearing_obsolete,540.0
1863,987691009,neckwarmer ducati,2,15.99,non-essential,240.0
1864,987691880,scrambler pvc key ring,1,8.99,nearing_obsolete,360.0
1865,987693515,t-shirt shield lady l,1,32.99,non-essential,360.0
1866,987694370,die cast model scrambler 1:18,10,9.99,non-essential,3600.0
1867,987695024,dc 17 graphic red t-shirt m,2,39.99,nearing_obsolete,720.0
1868,987697930,die cast model supersport 1:18,5,9.99,non-essential,900.0
1869,987698040a,ducati corse shield keychain,4,8.99,non-essential,480.0
1870,987699642a,new city keychain,5,14.99,non-essential,600.0
1871,987699645a,dc power keychain,1,24.99,nearing_obsolete,360.0
1872,987700617,neckwarmer sport,3,15.99,nearing_obsolete,540.0
1873,987701005,t-shirt ducatiana 2.0 grey l,1,39.99,nearing_obsolete,360.0
1874,987701110,dc track 21 sweatshirt kid 8-10,1,99.99,nearing_obsolete,360.0
1875,987701605,bathrobe dc race 2021 l-xl,6,109.99,non-essential,540.0
1876,987701607,bathrobe dc race 2021 xxl-xxxl,6,109.99,non-essential,2160.0
1877,987701752,company 2.0 black cap,5,29.99,non-essential,1800.0
1878,987703014,bagnaia hooded sweatshirt,1,119.99,non-essential,360.0
1879,987703015,bagnaia hooded sweatshirt,1,119.99,non-essential,360.0
1880,987703016,bagnaia hooded sweatshirt,1,119.99,non-essential,360.0
1881,987703386,sweatshirt logo roundneck,1,99.99,nearing_obsolete,360.0
1882,987703959,ducati logo keychain,9,7.99,nearing_obsolete,3240.0
1883,987704443,dc sheild keychain,8,7.99,nearing_obsolete,1440.0
1884,987704445,dc logo keychain,9,7.99,nearing_obsolete,3240.0
1885,987704446,dc helmet keychain,8,7.99,non-essential,1440.0
1886,987704600,ducati superbike history,1,59.99,nearing_obsolete,360.0
1887,987705736,desert x sweatshirt xl,1,219.99,nearing_obsolete,360.0
1888,987705990,ducati museum notebook,1,24.99,nearing_obsolete,360.0
1889,987706302,ne denim casual cap,2,39.99,nearing_obsolete,720.0
1890,987707790,dc lenovo keychain,1,7.99,nearing_obsolete,120.0
1891,987710502,dc ripstop ne cap,5,49.99,non-essential,1800.0
1892,99-053,425/460-16 tube,1,15.99,non-essential,360.0
1893,99-074,450/475-18 inner tube,2,18.99,nearing_obsolete,720.0
1894,a2009006,valvecap laser etch,2,21.99,nearing_obsolete,720.0
1895,a2054009,"chain guard, alloy, blk",1,148.99,nearing_obsolete,360.0
1896,a2314827,"seat,rider,low",3,255.99,nearing_obsolete,1080.0
1897,a2402054,kit pad knee,2,101.99,non-essential,240.0
1898,a9500519,inner bag pair,1,180.99,non-essential,120.0
1899,a9500521,top box liner,1,165.99,non-essential,120.0
1900,a9500640,sliding carriage kit,8,234.99,nearing_obsolete,411.0
1901,a9500730,"top box,back rest,exp",8,112.99,nearing_obsolete,720.0
1902,a9500772,"pannier,frm,expdtn,kit",2,464.99,essential,120.0
1903,a9500830,"top,box,,almnm,slv",2,514.99,nearing_obsolete,360.0
1904,a9500876,"top box, aluminium, slv",4,529.99,nearing_obsolete,480.0
1905,a9500877,"top box, aluminium, blk",6,574.99,nearing_obsolete,1080.0
1906,a9500896,luggage rack kit,2,214.99,non-essential,720.0
1907,a9500988,sliding carriage kit,1,229.99,non-essential,90.0
1908,a9501286,"frame kit, panniers expedition",10,464.99,essential,514.0
1909,a9501288,"frame kit, panniers trekker",3,399.99,nearing_obsolete,1080.0
1910,a9501339,t900 tbox 52l,1,499.99,nearing_obsolete,360.0
1911,a9501341,2 box pannier kit,3,929.99,nearing_obsolete,1080.0
1912,a9510433,rugged pannier,2,374.99,essential,240.0
1913,a9510491,rugged pannier fitting kit,1,155.99,nearing_obsolete,360.0
1914,a9510553,"tail pack, qr",1,284.99,nearing_obsolete,360.0
1915,a9510572,"tail pack, qr",2,284.99,nearing_obsolete,720.0
1916,a9510620,"pannier,inner,bags,kit",4,95.99,nearing_obsolete,1440.0
1917,a9518223,pannier rail kit lh,4,125.99,nearing_obsolete,720.0
1918,a9518291,"pannier,waxed cotton,lhs,blk",3,319.99,nearing_obsolete,540.0
1919,a9610214,"oil filler cap, grey",2,28.99,non-essential,720.0
1920,a9610765,"protector kit,",2,284.99,nearing_obsolete,360.0
1921,a9630437,bar end finisher pr blk,11,42.99,nearing_obsolete,1980.0
1922,a9630438,bar end finisher pr clr,3,46.99,nearing_obsolete,360.0
1923,a9630716,"mirror,barend,round,kit",2,264.99,nearing_obsolete,360.0
1924,a9630809,handguards kit,3,173.99,nearing_obsolete,1080.0
1925,a9630900,heated grip kit,3,334.99,nearing_obsolete,1080.0
1926,a9631556,heated grip kit,5,444.99,essential,900.0
1927,a9638105,t100 & bobber heated grip kit,2,409.99,essential,120.0
1928,a9638154,"mirrors, pair,",1,264.99,nearing_obsolete,360.0
1929,a9638311,heated grip kit,2,329.99,essential,240.0
1930,a9638319,heated grip kit,3,299.99,nearing_obsolete,1080.0
1931,a9638337,heated grip kit,2,229.99,nearing_obsolete,720.0
1932,a9638341,heated grip kit,2,384.99,nearing_obsolete,720.0
1933,a9640022,"paddock stand bobbin kit, type 1",3,46.99,non-essential,540.0
1934,a9640048,paddock stand bobbin kit black,4,46.99,non-essential,480.0
1935,a9640080,fork protector kit type 3,1,93.99,nearing_obsolete,360.0
1936,a9640082,"bobbin kit, black",5,42.99,non-essential,600.0
1937,a9640188,"protectors, s/arm, kit",2,93.99,nearing_obsolete,720.0
1938,a9640251,"tpms kit, row",6,339.99,essential,540.0
1939,a9700421,"aluminium radiator guard, slv",6,112.99,nearing_obsolete,1080.0
1940,a9700423,sumpguard kit silver,4,344.99,essential,480.0
1941,a9701422,flyscreen mount kit,1,70.99,nearing_obsolete,360.0
1942,a9701423,high front mudguard,2,284.99,nearing_obsolete,720.0
1943,a9701458,conduit replacement kit,1,23.99,nearing_obsolete,360.0
1944,a9701470,"screenkit,roa",2,634.99,nearing_obsolete,720.0
1945,a9701538,"sump,grd,almnm,kit",1,434.99,nearing_obsolete,360.0
1946,a9701549,flyscreen mounting kit,3,85.99,nearing_obsolete,1080.0
1947,a9701646,"windshield, tou",3,484.99,essential,1080.0
1948,a9708151,"screen, short dark tinted",2,224.99,nearing_obsolete,720.0
1949,a9708408,"screen, tall, clear",3,224.99,nearing_obsolete,1080.0
1950,a9708525,"flyscrn,vis coa",1,179.99,nearing_obsolete,360.0
1951,a9708602,flyscreen mount,3,55.99,nearing_obsolete,1080.0
1952,a9709602,radiator guard,1,127.99,non-essential,180.0
1953,a9758298,grab rail kit,1,254.99,non-essential,360.0
1954,a9758366,topboxmountin,1,184.99,non-essential,360.0
1955,a9770243,footrest kit,1,234.99,nearing_obsolete,360.0
1956,a9780053,lower engine bar kit ss,5,344.99,essential,600.0
1957,a9780119,"dresser bar kit, s/s",2,359.99,essential,180.0
1958,a9780123,"pro bar upper, kit",2,469.99,essential,360.0
1959,a9780275,upp eng bars ss,5,399.99,essential,300.0
1960,a9788013,frame protector kit,2,254.99,nearing_obsolete,180.0
1961,a9788022,dresser bar kit black,2,259.99,non-essential,240.0
1962,a9788073,"dresser bar kit, chrome",2,314.99,nearing_obsolete,720.0
1963,a9790069,knee pad kit,3,94.99,nearing_obsolete,1080.0
1964,a9790140,tank pad kit,2,46.99,non-essential,360.0
1965,a9798017,knee pads,3,110.99,nearing_obsolete,540.0
1966,a9798051,"tank pad, rubber",2,48.99,non-essential,360.0
1967,a9820200,connectivity module,9,314.99,nearing_obsolete,1620.0
1968,a9828041,"power skt, aux, front",1,54.99,non-essential,360.0
1969,a9828055,connectivity fix kit,5,30.99,nearing_obsolete,1800.0
1970,a9830079,headlight guard kit,1,102.99,non-essential,180.0
1971,a9830080,led fog light,3,489.99,nearing_obsolete,1080.0
1972,a9830210,fog light conversion kit,4,52.99,non-essential,480.0
1973,a9930494,all weather cover,5,165.99,non-essential,360.0
1974,a9930495,all weather cover,5,172.99,nearing_obsolete,1800.0
1975,a9930496,all weather cover -xl,2,172.99,nearing_obsolete,720.0
1976,a9950009,rain cover and pouch,9,27.99,nearing_obsolete,3240.0
1977,bbk017,brake bleed kit for r1150,2,54.99,non-essential,720.0
1978,bld2.0-tri,"triumph,beeline,moto",4,339.99,nearing_obsolete,720.0
1979,btu-6510,tube 140/90-15 (150-160) pv-78,1,35.99,nearing_obsolete,360.0
1980,cr123a,dwa battery,14,14.96,nearing_obsolete,840.0
1981,cr1632,k1600 fob battery,8,8.99,nearing_obsolete,2880.0
1982,cse-2.0,"carry,case",5,17.99,nearing_obsolete,900.0
1983,ds181227,500/510x16 s/valve metal t/tub,5,29.99,nearing_obsolete,450.0
1984,ds181229,275/300x19 c/valve metal t/tub,3,17.99,nearing_obsolete,1080.0
1985,ds181230,325/350x19 c/valve metal t/tub,10,23.99,non-essential,450.0
1986,dv100,10w led driving lamp,1,89.99,non-essential,180.0
1987,imc-beanie2021,"imc,beanie,2021",143,15.0,non-essential,1197.0
1988,imc-drybag2,bmw imc dry bag black,5,99.99,nearing_obsolete,1800.0
1989,imc-hood-2022,indian + island moto hoody 2022,10,54.99,non-essential,720.0
1990,imc-ls-2022,indian + island moto long,19,34.99,non-essential,456.0
1991,imc-mask2021,"imc,buff,p/mask,2layer",113,18.99,non-essential,1769.0
1992,imc-mesh2,"imc,nylon,mesh,olive/tan",5,19.99,nearing_obsolete,900.0
1993,imc-tee-2-l,"imc,tee,white,lg",3,25.99,nearing_obsolete,216.0
1994,imc-tee-2-m,"imc,tee,white,md",1,25.99,nearing_obsolete,180.0
1995,imc-tee-3-l,"imc,long/sleeve,gry,lg",2,30.99,nearing_obsolete,720.0
1996,imc-tee-4-l,"imc,long/sleeve,white,lg",14,30.99,nearing_obsolete,2520.0
1997,k31-6539,super net-black,21,6.99,non-essential,504.0
1998,kxa00030,silver deluxe footpegs,1,128.99,non-essential,360.0
1999,kxa00042,black commuter pannier rail,1,76.99,non-essential,360.0
2000,kxa00076,black commuter pannier,1,109.99,non-essential,360.0
2001,kxa00082,black commuter waterproof,1,47.99,non-essential,360.0
2002,mbta22800-11,toucan boot-11,3,649.99,essential,1080.0
2003,mbta22802-10,belize boot-10,1,369.99,essential,360.0
2004,mbta22802-9,belize boot-9,2,369.99,nearing_obsolete,720.0
2005,mbta22803-10.5,smx 6vd bts-10.5,1,369.99,essential,360.0
2006,mbta22803-9,smx 6vd bts-9,1,369.99,essential,360.0
2007,mbta22804-11,fast3 shoe-11,1,249.99,nearing_obsolete,360.0
2008,mbta22804-9,fast3 shoe-9,2,249.99,nearing_obsolete,360.0
2009,mbta22805-10,j-6 wp shoe-10,3,264.99,nearing_obsolete,1080.0
2010,mcas20312,mundesley black cap,2,39.99,non-essential,360.0
2011,mcas21003,chambers cap,3,44.99,non-essential,1080.0
2012,mcas22304,dude cap b/w,2,44.99,non-essential,720.0
2013,mcas2343,"pritchard,trckr,cap",2,44.99,non-essential,720.0
2014,mdjs20200-32r,rokker jean,1,449.99,essential,360.0
2015,mdjs20200-36r,rokker jean,3,449.99,essential,1080.0
2016,mdjs21108-30r,redgate jean,3,399.99,nearing_obsolete,1080.0
2017,mdjs21108-32r,redgate jean,3,399.99,nearing_obsolete,1080.0
2018,mdjs21108-34r,redgate jean,1,399.99,nearing_obsolete,180.0
2019,mdjs21108-36r,redgate jean,3,399.99,nearing_obsolete,1080.0
2020,mdjs21108-38r,redgate jean,3,399.99,essential,1080.0
2021,mdjs21127-30r,craner jean blk,1,289.99,nearing_obsolete,360.0
2022,mfna2043-xl-xxl,bright brace,1,54.99,non-essential,120.0
2023,mfna2043-xs-s,bright brace,4,54.99,nearing_obsolete,1440.0
2024,mfna2045-xl-xxl,rain jeans,1,99.99,nearing_obsolete,360.0
2025,mfna2058-m-l,bright jacket,1,104.99,non-essential,180.0
2026,mfns18516,d3o chest,1,45.99,non-essential,360.0
2027,mfns20509,d3o ghost hip,4,39.99,non-essential,480.0
2028,mfns20520-s,d3o bp4 l2-s,1,59.99,non-essential,360.0
2029,mgva22002-l,pinnock glv-l,1,149.99,non-essential,360.0
2030,mgva22003-xl,dgaard glv-xl,1,199.99,non-essential,360.0
2031,mgva22003-xxl,dgaard glv-xxl,1,199.99,non-essential,360.0
2032,mgva22005-l,jansson glv-l,1,114.99,nearing_obsolete,360.0
2033,mgvs17303-m,flag glove-m,2,119.99,non-essential,240.0
2034,mgvs17303-s,flag glove-s,1,119.99,non-essential,180.0
2035,mgvs17303-xl,flag glove-xl,2,119.99,non-essential,240.0
2036,mgvs17303-xxl,flag glove-xxl,2,119.99,nearing_obsolete,720.0
2037,mgvs17304-l,mono flag glove-l,1,119.99,non-essential,180.0
2038,mgvs20110-l,triple glove,1,249.99,nearing_obsolete,360.0
2039,mgvs20110-xxl,triple glove,1,249.99,non-essential,360.0
2040,mgvs20116-s,flag mesh glove,1,94.99,nearing_obsolete,180.0
2041,mgvs20116-xl,flag mesh glove,1,94.99,non-essential,360.0
2042,mgvs20116-xxl,flag mesh glove,1,94.99,non-essential,120.0
2043,mgvs20119-s,banner brn glv,2,94.99,non-essential,720.0
2044,mgvs20120-l,newton glove,2,99.99,nearing_obsolete,240.0
2045,mgvs20120-m,newton glove,2,99.99,nearing_obsolete,240.0
2046,mgvs20120-s,newton glove,1,99.99,nearing_obsolete,360.0
2047,mgvs20120-xl,newton glove,1,99.99,non-essential,72.0
2048,mgvs21116-xxl,sulby msh g-xxl,1,95.99,nearing_obsolete,360.0
2049,mgvs21119-s,linton gtx-s,1,199.99,non-essential,360.0
2050,mgvs21318-s,alder gtx gl-s,2,244.99,non-essential,720.0
2051,mgvs21318-xxl,alder gtx g-xxl,1,244.99,non-essential,180.0
2052,mgvs21319-s,rutland gtx-s,2,174.99,nearing_obsolete,720.0
2053,mgvs21320-s,pitford glo-s,1,99.99,nearing_obsolete,180.0
2054,mgvs2200-001xl,triple glv-xl,2,269.99,nearing_obsolete,360.0
2055,mgvs2201-0012xl,tplr p glve2xl,1,124.99,nearing_obsolete,180.0
2056,mgvs2201-001xl,tplr p glve-xl,2,124.99,nearing_obsolete,720.0
2057,mgvs2205-401l,reck glv-l,1,99.99,non-essential,360.0
2058,mit24030,e07+ dakar 170/60/17,1,283.51,nearing_obsolete,120.0
2059,mit24142,120/70-19 e07+ dakar,4,256.85,nearing_obsolete,720.0
2060,mit575493,180/55-17 sportforce,1,228.6,nearing_obsolete,360.0
2061,mles22106-xl,bradn air jk-xl,1,700.99,nearing_obsolete,360.0
2062,mlhs19e30-xl,vance jacket,1,574.99,nearing_obsolete,360.0
2063,mlls21105-xxl,braddan ls jkt,1,700.99,essential,360.0
2064,mlps20530-m,triple jacket-m,1,689.99,nearing_obsolete,360.0
2065,mlts21106-xl,braddan lds,1,444.99,nearing_obsolete,360.0
2066,mlts21310-l,hythe jacke-l,1,474.99,nearing_obsolete,180.0
2067,mlts21310-m,hythe jacke-m,1,474.99,essential,180.0
2068,mlts2336-m,"ladies,braddan,wax,jkt,m",1,499.99,essential,360.0
2069,mot54,gear 300 75w90 1l motul,1,37.99,non-essential,90.0
2070,mpas19219-s,"for the ride patch, triumph",2,9.99,non-essential,240.0
2071,mpas19221-s,"flying,wheel,patch,triupmh",1,9.99,nearing_obsolete,120.0
2072,mpas19222-s,"union,jack,patch,triumph",1,9.99,nearing_obsolete,90.0
2073,mpos20003-l,lustleigh black,2,69.99,nearing_obsolete,720.0
2074,mpos20003-xxl,lustleigh black,1,69.99,nearing_obsolete,360.0
2075,msws20053-m,cartmel sw-m,1,99.99,nearing_obsolete,360.0
2076,msws21015-s,digby black,1,130.99,non-essential,180.0
2077,msws21015-xxl,digby black,1,130.99,nearing_obsolete,180.0
2078,msws2332-m,"haytham,hoodie,m",1,130.99,non-essential,360.0
2079,msws2332-xl,"haytham,hoodie,xl",1,130.99,non-essential,360.0
2080,mths21103-m,"braddan,wax,jckt,m",1,499.99,essential,360.0
2081,mths21104-m,braddan mesh,1,449.99,nearing_obsolete,360.0
2082,mths21104-s,braddan mesh,1,449.99,nearing_obsolete,360.0
2083,mths21104-xxl,braddan mesh,1,449.99,nearing_obsolete,360.0
2084,mtls21031-l,adventure top,1,95.99,nearing_obsolete,360.0
2085,mtls22103-l,swain lds-l,2,64.99,nearing_obsolete,360.0
2086,mtls22103-xl,swain lds-xl,1,64.99,non-essential,360.0
2087,mtls22103-xxl,swain lds-xxl,2,64.99,nearing_obsolete,720.0
2088,mtps21306-xl,"cranbourne,jckt,blk,xl",1,474.99,essential,360.0
2089,mtps22306-m,warrior jkt-m,1,350.99,essential,360.0
2090,mtps2342-xl,"tourer,bright,jkt,xl",1,624.99,essential,360.0
2091,mtss20001-l,bamburgh blk iris tee-l,1,54.99,non-essential,360.0
2092,mtss20001-m,"bamburgh,blk iris tee-m",1,54.99,non-essential,360.0
2093,mtss20021-l,orford tee-l,2,46.99,nearing_obsolete,720.0
2094,mtss20021-xl,orford tee-xl,2,46.99,nearing_obsolete,720.0
2095,mtss20021-xxxl,orford tee,1,46.99,nearing_obsolete,360.0
2096,mtss20036-s,cartmel j blk,1,37.99,non-essential,360.0
2097,mtss20039-s,cartmel blk,1,37.99,nearing_obsolete,360.0
2098,mtss20056-l,melrose white,1,37.99,non-essential,360.0
2099,mtss20056-m,melrose white,1,37.99,non-essential,360.0
2100,mtss20056-xl,melrose white,1,37.99,nearing_obsolete,360.0
2101,mtss21005-s,helston wht tee,1,46.99,nearing_obsolete,360.0
2102,mtss21006-xl,helston blk tee,1,46.99,nearing_obsolete,360.0
2103,mtss21006-xxxl,helston blk tee,1,46.99,non-essential,360.0
2104,mtss22016-l,billybob te-l,1,41.99,nearing_obsolete,360.0
2105,mtss22016-xl,billybob te-xl,1,41.99,nearing_obsolete,360.0
2106,mtss22017-xxl,reckless te-xxl,1,41.99,nearing_obsolete,360.0
2107,mtss22024-l,custom tee-l,1,41.99,nearing_obsolete,180.0
2108,mtss22024-m,custom tee-m,2,41.99,nearing_obsolete,360.0
2109,mtss22026-xl,bitten tee-xl,2,41.99,nearing_obsolete,720.0
2110,mtss22339-s,rapid dry t-s,1,44.99,non-essential,360.0
2111,mtss22340-l,rapid race-l,2,49.99,nearing_obsolete,720.0
2112,mtss22340-m,rapid race-m,1,49.99,non-essential,360.0
2113,mtss22340-xl,rapid race-xl,2,49.99,nearing_obsolete,720.0
2114,mtss22340-xxl,rapid race-xxl,2,49.99,nearing_obsolete,720.0
2115,mtss2311-l,"saltern,tee,gld/navy,l",1,44.99,non-essential,360.0
2116,mtss2313-xl,"fenland,tee,gld/navy,xl",1,54.99,non-essential,360.0
2117,mtss2319-l,"preston,tee,navy/yllw,l",1,54.99,non-essential,360.0
2118,mtss2324-l,"snake,pit,tee,blk/bone,l",1,54.99,non-essential,360.0
2119,mtss23803-l,ac pkt blk-l,1,54.99,non-essential,360.0
2120,mtus20305,tread neck tube,1,29.99,nearing_obsolete,120.0
2121,mtus20316,refill t ntube,1,29.99,non-essential,180.0
2122,mtus21001,canon neck tube,2,29.99,non-essential,120.0
2123,mtus2340,"cohen,nck,tb,blk/bne",2,29.99,non-essential,720.0
2124,mtus2341,"cohen,nck,tb,navy/yllw",3,27.99,non-essential,1080.0
2125,n-1806,tube tr-4 325/350-18,2,18.99,non-essential,720.0
2126,n2064,replacement block set,1,10.99,nearing_obsolete,360.0
2127,p519,tire iron curved 16 inch tool,2,37.99,nearing_obsolete,360.0
2128,ral00275/b,mirror rear view rh - chrome,2,23.99,nearing_obsolete,720.0
2129,ral00277/b,mirror rear view lh - chrome,3,23.99,nearing_obsolete,1080.0
2130,rlatsh000380,interceptor 650 crew grey (xl),1,41.99,non-essential,360.0
2131,rlccap000004,the stanley cap navy & navy,1,41.99,non-essential,360.0
2132,rlccap000005,the stanley cap black,1,41.99,nearing_obsolete,360.0
2133,rln00015/a,cap oil filter o-ring,28,3.99,non-essential,1120.0
2134,rlubgh000001,himalayan backpack black,1,153.99,nearing_obsolete,360.0
2135,rlx00155/a,hex bolt,2,3.99,nearing_obsolete,720.0
2136,rrgbuc001642,head gear grey (48x25 cm),1,32.99,nearing_obsolete,360.0
2137,sm-12500s,s100 cleaner starter- 1/2 lite,1,18.99,nearing_obsolete,180.0
2138,t1140187,"gasket, tensioner",4,3.99,non-essential,1440.0
2139,t1170106,"nut, clutch, 22mm",6,14.99,non-essential,270.0
2140,t1171282,"washer id 22, od34",1,4.99,nearing_obsolete,72.0
2141,t1179999,"washer, ""c"", clutch",2,12.99,non-essential,90.0
2142,t1180181,"washer,sprocket",1,10.99,non-essential,360.0
2143,t1180328,"washer, sprocket tab",1,20.99,nearing_obsolete,360.0
2144,t1190082,shift shaft,1,187.99,non-essential,360.0
2145,t1190282,neutral switch,2,40.99,nearing_obsolete,720.0
2146,t1190370,gear change assy,3,195.99,non-essential,1080.0
2147,t1191944,"kit,selector me",2,122.99,non-essential,240.0
2148,t1193333,"spring, gear change",2,5.99,nearing_obsolete,720.0
2149,t1210333,"pump assembly,",1,459.99,nearing_obsolete,360.0
2150,t1218001,oil filter,124,20.99,essential,274.0
2151,t1230444,"gasket, sump",2,14.99,nearing_obsolete,360.0
2152,t1230501,"gasket, baffle,",2,15.99,nearing_obsolete,720.0
2153,t1240158,o-ring fuel supply tube,4,1.99,nearing_obsolete,720.0
2154,t1240191,"transition piece, rubber",1,41.99,nearing_obsolete,180.0
2155,t1240850,fuel filter,2,73.99,non-essential,240.0
2156,t1241025,needle jet,3,16.99,nearing_obsolete,1080.0
2157,t1241036,float bowl gasket,2,13.99,nearing_obsolete,120.0
2158,t1241063,"grommet, iscv",1,6.99,nearing_obsolete,360.0
2159,t1241077,float valve,4,32.99,non-essential,240.0
2160,t1241093,fuel regulator,2,82.99,nearing_obsolete,720.0
2161,t1241463,connector kit,1,26.99,nearing_obsolete,360.0
2162,t1241477,connector kit,1,38.99,nearing_obsolete,360.0
2163,t1241483,"kit, connector, fuel, 6.0",1,38.99,nearing_obsolete,360.0
2164,t1260079,cam cover gasket,2,43.99,nearing_obsolete,720.0
2165,t1260141,"gasket, clutch",4,16.99,nearing_obsolete,1440.0
2166,t1260258,"gskt, clutch cover",2,21.99,non-essential,103.0
2167,t1260298,"gasket, crank case",5,9.99,non-essential,900.0
2168,t1260309,cam cover seal,63,7.99,essential,667.0
2169,t1260587,"seal, cam cover",4,25.99,nearing_obsolete,1440.0
2170,t1260660,thunderbird 1600 clutch cover,2,16.99,nearing_obsolete,720.0
2171,t1260661,"gasket, alternator",2,17.99,nearing_obsolete,720.0
2172,t1260838,"gasket, alterna",2,34.99,nearing_obsolete,720.0
2173,t1260900,seal cam cover,4,28.99,non-essential,360.0
2174,t1260967,"gasket, clutch cover",4,12.99,non-essential,240.0
2175,t1260968,"gasket, rh cover",4,9.99,non-essential,240.0
2176,t1261008,"seal, cam cover",3,80.99,non-essential,1080.0
2177,t1261097,clutch gasket,1,15.99,non-essential,360.0
2178,t1261098,alt cover gasket,4,20.99,nearing_obsolete,1440.0
2179,t1261103,crank cover gasket,11,20.99,non-essential,3960.0
2180,t1261104,starter gasket,5,20.99,non-essential,1800.0
2181,t1261147,"gasket, clutch",2,13.99,nearing_obsolete,720.0
2182,t1261308,"seal, cam ladder",7,16.99,nearing_obsolete,840.0
2183,t1261337,"seal, cam cover",1,43.99,nearing_obsolete,360.0
2184,t1261765,"seal, cam cover",1,35.99,non-essential,360.0
2185,t1266002,"seal, cam cover",6,30.99,non-essential,2160.0
2186,t1269876,"gasket,cover,clutch",7,17.99,nearing_obsolete,630.0
2187,t1270365,"plug,oil,drain,magnetic",1,22.99,nearing_obsolete,360.0
2188,t1290023,cr9ek plug,11,14.99,nearing_obsolete,566.0
2189,t1290024,spark plug dpr8ea-9,4,4.99,non-essential,131.0
2190,t1290131,ignition / pick-up coil,1,111.99,nearing_obsolete,360.0
2191,t1290180,"spark plug, dpr7ea-9",14,4.99,non-essential,720.0
2192,t1290181,"spark plug, cr8ek",11,14.99,nearing_obsolete,660.0
2193,t1290745,"spark plug, m10x26,lmar8a-9",33,13.99,non-essential,1980.0
2194,t1295151,"spark plug, iridium",7,16.99,nearing_obsolete,840.0
2195,t1301234,"spares kit, reg",1,301.99,nearing_obsolete,360.0
2196,t1310008,starter solenoid,1,69.99,nearing_obsolete,360.0
2197,t2000576,"valve assy, rubber",17,15.99,nearing_obsolete,6120.0
2198,t2017192,chainandsproc,6,233.99,non-essential,1080.0
2199,t2017210,chain & sprocket kit 104/43/18,1,245.99,nearing_obsolete,360.0
2200,t2017213,chain and sprocket kit 520,2,290.99,nearing_obsolete,720.0
2201,t2017250,chain and sprocket kit,3,262.99,nearing_obsolete,1080.0
2202,t2017260,chain and sprocket kit,4,254.99,non-essential,144.0
2203,t2017268,chain & sprocket kit 118/47/16,1,218.99,non-essential,360.0
2204,t2017272,chain & sprocke,1,268.99,non-essential,360.0
2205,t2017320,chain and sprocket set,1,245.99,nearing_obsolete,360.0
2206,t2017592,"chain & sprocket kit, 100/37/17)",2,245.99,non-essential,240.0
2207,t2020050,piston set,1,128.99,non-essential,180.0
2208,t2020071,"pad set, 2p caliper, lh",4,53.99,nearing_obsolete,1440.0
2209,t2020072,"pad set, (fa215/2)",4,59.99,non-essential,1440.0
2210,t2020158,"bolt/nut, lever, front",1,15.99,non-essential,360.0
2211,t2020377,"pad set, (fa226hh)",8,56.99,non-essential,2880.0
2212,t2020475,"pad set, (fa347hh)",3,56.99,non-essential,180.0
