,part_number,description,quantity,price,inventory_category,annual_days_supply
408,2521920,drain plug,9,34.99,nearing_obsolete,3240.0
409,2540086,"filter-oil,10 micron,ftr",13,18.99,non-essential,669.0
410,26-cr7hsa,ngk cr7hsa,2,6.99,nearing_obsolete,720.0
411,26-dpr6ea-9,ngk dpr6ea-9,15,6.99,nearing_obsolete,5400.0
412,26820,130/90b16 73h fr.elite-4 bias,1,347.99,nearing_obsolete,180.0
413,27-l0104,motul road chain lube,20,17.99,non-essential,424.0
414,27-l0116,m3 perfect leather 250ml (8.45,5,14.99,non-essential,360.0
415,27-l526,5100 ester 15w50,13,78.99,non-essential,669.0
416,27-l912,motul oil 3000 10w40,22,68.99,non-essential,1980.0
417,27-m101,molecule glossy helmet care,11,49.99,nearing_obsolete,3960.0
418,27-s1100,s100 cleaner 500ml,2,18.99,nearing_obsolete,360.0
419,27-s1160,s100 detail polish 10 oz,10,21.99,nearing_obsolete,3600.0
420,27-s1170,s100 wheel cleaner,6,21.99,non-essential,1080.0
421,27-s1210,s100 detailing set,7,18.99,non-essential,2520.0
422,270-4010l,lm fork oil 10w,1,21.99,non-essential,360.0
423,2702-0202,guard d3o viper 2 back lg,1,49.99,nearing_obsolete,120.0
424,2706-0249,guard d3o ghst elbw/knee,1,34.99,nearing_obsolete,180.0
425,2706-0250,guard d3o ghst shldr/hip,1,34.99,nearing_obsolete,360.0
426,273110,old glory guardian bell (ea),2,15.99,non-essential,360.0
427,27712345857,chain pinion,5,125.99,non-essential,1800.0
428,27717699376,diaphragm spring,2,6.99,non-essential,720.0
429,27717708479,chain pinion,2,95.99,non-essential,360.0
430,27717717628,chain sprocket w/ chain spro,1,160.99,non-essential,180.0
431,27718523193,grooved ball bearing,1,61.99,non-essential,120.0
432,27727682439,chain,3,175.99,non-essential,540.0
433,27727720938,chain lock,9,13.99,nearing_obsolete,3240.0
434,27727722179,sprocket,1,105.99,non-essential,180.0
435,27727727468,chain,1,285.99,non-essential,180.0
436,280293,ram mount kit u-bolt small x-,2,108.99,nearing_obsolete,360.0
437,280320,phone tether un7 x-grip,4,6.99,nearing_obsolete,1440.0
438,280348,"holder drink cup w/ 1"" ball ko",1,42.99,non-essential,360.0
439,283317912,mw canyon plaid shirt blk 2xl,1,324.99,non-essential,360.0
440,2833206,camo bandana black,2,24.99,non-essential,360.0
441,2833214,imc established doormat black,1,46.99,non-essential,360.0
442,2833220,imc deck of cards,9,26.99,nearing_obsolete,3240.0
443,2833222,headdress patch,1,15.99,non-essential,90.0
444,2833223,camo multifunction headwr,5,24.99,nearing_obsolete,1800.0
445,283326506,mw rd marl script logo tee l,1,46.99,non-essential,360.0
446,2833384,icon logo mug,3,39.99,non-essential,1080.0
447,28578,"tr412 3/4"" rim valve each",49,3.49,non-essential,1470.0
448,2859080-566ki,"pntkt-ind,prl white 2,t-up",2,69.99,nearing_obsolete,720.0
449,286062702,mens retro ii glove -s,1,109.99,non-essential,360.0
450,286063002,womens mesh ii glove -s,1,84.99,non-essential,360.0
451,286066103,mw deerskn strp glv blk m,1,109.99,nearing_obsolete,360.0
452,286066710,mw bryant sneaker - 10,1,179.99,non-essential,180.0
453,2860741,"reflective logo head wrap, bk",3,39.99,nearing_obsolete,1080.0
454,2860770,headdress logo key ring,2,34.99,non-essential,720.0
455,286077412,mw gray marl crafted tee 2xl,1,46.99,nearing_obsolete,360.0
456,286084809,mw munro bonneville tee xl,1,39.99,nearing_obsolete,360.0
457,2860870,scout anniversary key ring,2,17.99,non-essential,720.0
458,2860872,"scout anniversary hat, red",3,26.99,nearing_obsolete,540.0
459,2860873,"burt munro trucker hat, bl",4,32.99,non-essential,480.0
460,2860911,"imc patch coolmax beanie, bl",4,32.99,non-essential,720.0
461,286092903,mw gray engine logo tee m,1,46.99,nearing_obsolete,360.0
462,286093306,mw rd headdress plaid srt l,2,84.99,nearing_obsolete,720.0
463,286094103,mw twin pocket plaid shirt m,2,99.99,non-essential,720.0
464,286094906,ww gy diamante icon hoodie l,1,119.99,non-essential,360.0
465,2861342,"high profile trucker hat, mult",6,44.99,non-essential,720.0
466,2861343,"wmns embellished hat, rd",1,44.99,non-essential,180.0
467,2861345,"imc leather purse, bk",1,144.99,nearing_obsolete,120.0
468,2861353,headdress bottle opener,4,24.99,nearing_obsolete,1440.0
469,2861355,"leather fob key carrier, bk",10,34.99,nearing_obsolete,1800.0
470,286140202,"mens tobin mesh jkt ce, s",1,334.99,nearing_obsolete,360.0
471,286140214,"mens tobin mesh jkt ce, 3xl",1,334.99,nearing_obsolete,360.0
472,286141706,"mens tobin fingerless glv, l",2,74.99,nearing_obsolete,720.0
473,286163509,mw gy ls plaid shirt xl,1,99.99,nearing_obsolete,360.0
474,286165909,ww bk ls denim shirt xl,1,109.99,nearing_obsolete,360.0
475,286167602,uni bk rain suit jkt xs/s,2,155.99,nearing_obsolete,720.0
476,286167603,uni bk rain suit jkt m/l,2,155.99,nearing_obsolete,240.0
477,286167702,uni bk rain bottom xs/s,1,114.99,non-essential,180.0
478,286167703,uni bk rain bottom m/l,1,114.99,nearing_obsolete,180.0
479,2861681,"shield patch trucker hat, bk",1,44.99,nearing_obsolete,120.0
480,2861685,"block logo cap, multi",2,44.99,non-essential,360.0
481,2861687,wmns headdress cap bk,4,44.99,non-essential,1440.0
482,2861689,"script fleece neck warmer, bk",3,39.99,nearing_obsolete,1080.0
483,2861691,"imc cotton headwrap, bk",1,39.99,non-essential,360.0
484,2861696,"waxed canvas backpack, bk",4,179.99,non-essential,1440.0
485,286170009,"mens moc toe boot br, 9",1,299.99,non-essential,360.0
486,286170011,"mens moc toe boot br, 11",1,299.99,nearing_obsolete,360.0
487,286170113,"classic engineer bk, 13",1,294.99,nearing_obsolete,360.0
488,286170311,"mens lace up boot bk, 11",1,299.99,nearing_obsolete,360.0
489,286189014,mw bk ss color hdress tee 3xl,1,54.99,nearing_obsolete,360.0
490,286190909,mw bl ls twpk plaid shirt xl,1,99.99,nearing_obsolete,360.0
491,286190914,mw bl ls twpk plaid shirt 3xl,1,99.99,non-essential,360.0
492,286192509,ww bk ls contrast hoodie xl,1,119.99,nearing_obsolete,360.0
493,286263403,"mens freeway jacket 2 bk, m",1,689.99,essential,360.0
494,286263409,"mens freeway jacket 2 bk, xl",1,689.99,essential,360.0
495,286273906,"wmns lindy vest bk, l",2,259.99,nearing_obsolete,720.0
496,286273909,"wmns lindy vest bk, xl",1,259.99,nearing_obsolete,180.0
497,286273912,"wmns lindy vest bk, 2xl",3,259.99,non-essential,1080.0
498,286275514,mw bl herringbone shirt 3xl,1,84.99,non-essential,360.0
499,286275814,mw bk est. 1901 tee 3xl,1,39.99,nearing_obsolete,360.0
500,286275903,mw bk diamond graphic tee m,1,46.99,non-essential,360.0
501,286276006,mw wt v-twin engine tee l,1,54.99,nearing_obsolete,360.0
502,286276012,mw wt v-twin engine tee 2xl,1,54.99,non-essential,360.0
503,286276214,mw gy athlete tee 3xl,1,59.99,nearing_obsolete,360.0
504,286277303,ww bk glitter graphic tee m,1,54.99,non-essential,360.0
505,286279106,mw red long sleeve tee l,1,59.99,nearing_obsolete,360.0
506,2862792,"tonal patch cap, black",1,39.99,non-essential,72.0
507,2862793,"block ripstop cap, gray",2,39.99,non-essential,360.0
508,2862801,shield logo key ring,7,19.99,nearing_obsolete,2520.0
509,2862803,imc clip ring,5,19.99,non-essential,900.0
510,2862806,v twin metal sign,1,19.99,nearing_obsolete,180.0
511,286280702,"modular matte helmet bk, s",1,389.99,essential,180.0
512,286280703,"modular matte helmet bk, m",1,389.99,essential,360.0
513,286280706,"modular matte helmet bk, l",1,389.99,essential,180.0
514,286280709,"modular matte helmet bk, xl",1,389.99,essential,180.0
515,2862809,monaco sunglasses,2,39.99,non-essential,360.0
516,2862811,haydon sunglasses,1,54.99,non-essential,120.0
517,2862812,denton sunglasses,1,54.99,non-essential,180.0
518,2862814,getaway sunglasses,3,54.99,non-essential,1080.0
519,2862817,icon logo embossed mug,4,19.99,non-essential,720.0
520,2862818,script logo barrel mug,6,19.99,non-essential,2160.0
521,28628463432,mw riding jean ce blk 34 x 32,1,284.99,non-essential,360.0
522,28628463632,mw riding jean ce blk 36 x 32,1,284.99,non-essential,360.0
523,286285002,mw softshell glove ce blk s,1,104.99,nearing_obsolete,360.0
524,286285012,mw softshell glove ce blk 2xl,1,104.99,nearing_obsolete,360.0
525,286285412,mw casual camo jacket blk 2xl,1,199.99,nearing_obsolete,360.0
526,286287309,mw wt 1920 engine tee xl,1,54.99,non-essential,360.0
527,286287509,mw gy factory sign tee xl,1,54.99,non-essential,360.0
528,286287606,mw wt 841 bike tee l,1,46.99,nearing_obsolete,360.0
529,286287609,mw wt 841 bike tee xl,1,46.99,nearing_obsolete,360.0
530,286288006,factory sign tee hat l/xl,2,32.99,nearing_obsolete,720.0
531,286288212,mw bl usa flag logo tee 2xl,1,46.99,non-essential,360.0
532,286288612,mw bk est.1901 marl tee 2xl,1,46.99,nearing_obsolete,360.0
533,286288806,mw bk camo pocket tee l,1,54.99,nearing_obsolete,360.0
534,286288909,mw bk imc circle tee xl,1,54.99,nearing_obsolete,360.0
535,286289206,mw gr icon khaki tee l,1,39.99,nearing_obsolete,360.0
536,286289302,mw rd 2 in 1 ls tee s,1,67.99,nearing_obsolete,360.0
537,286289303,mw rd 2 in 1 ls tee m,1,67.99,non-essential,360.0
538,286289312,mw rd 2 in 1 ls tee 2xl,1,67.99,nearing_obsolete,360.0
539,286289906,mw bk imc camo hoodie l,1,129.99,nearing_obsolete,360.0
540,286289909,mw bk imc camo hoodie xl,1,129.99,nearing_obsolete,360.0
541,286289912,mw bk imc camo hoodie 2xl,1,129.99,nearing_obsolete,360.0
542,286290002,mw bl pullover hoodie s,1,129.99,non-essential,360.0
543,286290003,mw bl pullover hoodie m,1,129.99,nearing_obsolete,360.0
544,286292102,ww ch contrast hoodie s,1,119.99,nearing_obsolete,360.0
545,2862924,usa flag logo cap navy,1,32.99,non-essential,120.0
546,286292806,circle graphic cap black l/xl,2,39.99,non-essential,720.0
547,2862930,fisherman beanie black,2,46.99,non-essential,720.0
548,2862938,imc growler black,4,67.99,non-essential,720.0
549,2862944,circle lther key ring brn,2,26.99,nearing_obsolete,720.0
550,2862947,imc magnets set of 2 mult,2,24.99,non-essential,720.0
551,2862949,usa flag logo patch multi,3,15.99,nearing_obsolete,1080.0
552,286296706,mw bk camo lne pkt tee l,1,54.99,non-essential,360.0
553,2862978,camo peak tck cap khaki,2,39.99,non-essential,360.0
554,286369606,indian half hlmt 1-l,2,179.99,nearing_obsolete,720.0
555,286436703,indian half hlmt 2-m,1,179.99,nearing_obsolete,360.0
556,2864404,mens sunglasses-semi pro,1,84.99,non-essential,180.0
557,2865233,"icon logo multi headwear, bk",4,24.99,non-essential,360.0
558,2865234,ind head tie,2,24.99,nearing_obsolete,720.0
559,2868961,imc goggle,2,144.99,nearing_obsolete,720.0
560,286963409,half helmet 3-xl,2,179.99,non-essential,720.0
561,2869643,headdress head tie,5,24.99,nearing_obsolete,1800.0
562,2869646,liberty sunglasses,2,59.99,non-essential,360.0
563,2869652,2 in 1 headdress stopper,1,19.99,nearing_obsolete,180.0
564,2869777,mens socks - pack of 2,2,39.99,non-essential,180.0
565,2876049,"ignition coil kit, twin efi",1,374.99,non-essential,360.0
566,2879409,"oil-5w-30,quart",11,20.99,non-essential,3960.0
567,2879532-266,"kit-tip,exhaust,fish tail,blk",1,289.99,nearing_obsolete,360.0
568,2879542-vba,"k-backrest,rider,vinyl",3,554.99,essential,360.0
569,2879572-266,"kit-peg,hwy,vint 1,blk",3,424.99,nearing_obsolete,1080.0
570,2879582-266,"kit-highway bar,rear,blk",4,474.99,nearing_obsolete,1440.0
571,2879606-01,"kit-pad,floorboard,vint 1",2,294.99,non-essential,720.0
572,2879666-vba,"k-pad,backrest,pass,vinyl",2,384.99,nearing_obsolete,720.0
573,2879999-01,"kit-wrap,grip,blk",3,104.99,nearing_obsolete,1080.0
574,2880012,"oil-20w-40,indian,quart, semi",14,20.99,essential,97.0
575,2880015,"oil-indian,fork,quart (6)",7,25.99,nearing_obsolete,2520.0
576,2880016,"fluid-indian,brake dot 4,12 oz",53,14.99,essential,153.0
577,2880103-463,"kit-shifter,heal,fblk",6,234.99,nearing_obsolete,1080.0
578,2880187,"oil-15w60,indian,quart",46,25.99,nearing_obsolete,974.0
579,2880191,"kit-oil change,scout",55,117.99,essential,619.0
580,2880237-156,"kit-windshield,mid,n,chr",1,679.99,nearing_obsolete,180.0
581,2880288,"kit-mnt,pass flrbrd,adj",2,154.99,nearing_obsolete,720.0
582,2880654-156,"kit-airbox,indn,50 st,pac,chr",2,705.99,essential,720.0
583,2880654-266,"kit-airbox,indn,50 st,pac,blk",5,729.99,nearing_obsolete,1800.0
584,2880729-468,"kit-peg,shifter,heel,blkand",3,79.99,nearing_obsolete,1080.0
585,2880768,"kit-antenna,short",2,51.99,nearing_obsolete,720.0
586,2880827-01,"kit-pad,backrest,n,blk",1,254.99,nearing_obsolete,360.0
587,2880917-156,"k-rail,saddlebag,chr",1,579.99,nearing_obsolete,180.0
588,2880920,"kit-clutch mount,ram",1,154.99,nearing_obsolete,360.0
589,2880955-156,"k-rack,pass backrest,chr",3,359.99,nearing_obsolete,1080.0
590,2880955-266,"k-rack,pass backrest,blk",2,359.99,nearing_obsolete,240.0
591,2880966,"anti-freeze,indian,1 qt",57,12.99,non-essential,1710.0
592,2881125,"k-lower,hwy bar,soft",3,244.99,nearing_obsolete,1080.0
593,2881166,"k-spool,n,lnr",15,234.99,nearing_obsolete,1800.0
594,2881476,"k-hardware,ws",1,79.99,nearing_obsolete,360.0
595,2881756-266,"k-highway bar,n,blk",1,474.99,nearing_obsolete,120.0
596,2881779-156,k-accy-airbox-indian-chrome,2,709.99,nearing_obsolete,720.0
597,2881779-521,k-accy-airbox-indian-black,3,709.99,essential,540.0
598,2881911,carbon clean-indian 12oz (12),29,20.99,nearing_obsolete,10440.0
599,2882251-626,"k-peg,pass,n2,jt blk",3,259.99,non-essential,216.0
600,2882516-266,"k-rack,solo,sc,blk",3,359.99,nearing_obsolete,540.0
601,2882517,"k-headlight,led,mid",3,424.99,essential,270.0
602,2882519,"k-intake,performance,mid",10,234.99,non-essential,514.0
603,2882853-vba,"k-seat,pass,sc,w/backrest,blkv",8,579.99,essential,2880.0
604,2883511,k-luggage rack,1,359.99,nearing_obsolete,360.0
605,2883638,k-split nut,3,104.99,non-essential,1080.0
606,2883689,"k-usb,19",5,129.99,nearing_obsolete,1800.0
607,2883730-468,"k-mirror,barend,scout,black",1,333.99,nearing_obsolete,360.0
608,2883888,chf all weather full cover,2,259.99,non-essential,360.0
609,2883895,"k-cover,roadmaster,full",2,259.99,non-essential,720.0
610,2883924,"k-harness,audio,sb,b",1,144.99,nearing_obsolete,360.0
611,2884012-266,"k-handlebar,mini-ape,blk",3,234.99,non-essential,1080.0
612,2884045,"k-spool,quick release",4,234.99,nearing_obsolete,1440.0
613,2884164,"k-lines,ape,hndlbr,abs,retro",3,144.99,non-essential,540.0
614,2884171,"k-15w60 indian ock,5qt",40,151.99,non-essential,1440.0
615,2884172,"lube-chain,indian,11oz",13,21.99,nearing_obsolete,4680.0
616,2884178,"k-mount,drvr backrest",3,254.99,non-essential,1080.0
617,2884182,"kit-oil change, indian ftr",32,117.99,non-essential,1646.0
618,2884186-156,"k-backrest,pass,chr",3,644.99,nearing_obsolete,1080.0
619,2884186-266,"k-backrest,pass,blk",3,619.99,nearing_obsolete,1080.0
