,part_number,description,quantity,price,roi
9479,mgvs21318-s,alder gtx gl-s,2,244.99,-73.07
9480,mgvs21318-xl,alder gtx gl-xl,2,244.99,-100.0
9481,mgvs21318-xxl,alder gtx g-xxl,1,244.99,7.72
9482,mgvs21319-m,rutland gtx-m,4,174.99,-100.0
9483,mgvs21319-s,rutland gtx-s,2,174.99,-73.07
9484,mgvs2200-0012xl,triple glv2xl,2,269.99,-100.0
9485,mgvs2200-0013xl,triple glv3xl,1,269.99,-100.0
9486,mgvs2200-001l,triple glv-l,3,269.99,-100.0
9487,mgvs2200-001m,triple glv-m,4,269.99,-100.0
9488,mgvs2200-001s,triple glv-s,2,269.99,-100.0
9489,mgvs2200-001xl,triple glv-xl,2,269.99,-46.14
9490,mgvs2201-0012xl,tplr p glve2xl,1,124.99,7.74
9491,mgvs2201-0013xl,tplr p glve3xl,2,124.99,-100.0
9492,mgvs2201-001l,tplr p glve-l,2,124.99,-100.0
9493,mgvs2201-001m,tplr p glve-m,5,124.99,-100.0
9494,mgvs2201-001s,tplr p glve-s,0,124.99,0.0
9495,mgvs2201-001xl,tplr p glve-xl,2,124.99,-73.06
9496,mgvs2205-401m,reck glv-m,2,99.99,-100.0
9497,mgvs2205-401s,reck glv-s,1,99.99,-100.0
9498,mgvs2205-401xl,reck glv-xl,1,99.99,-100.0
9499,mgvs2207-500l,harl g glv-l,1,129.99,-100.0
9500,mgvs2207-500s,harl g glv-s,2,129.99,-100.0
9501,mgvs2208-205l,cal brg glv-l,2,104.99,-100.0
9502,mgvs2208-205m,cal brg glv-m,2,104.99,-100.0
9503,mgvs2208-205s,cal brg glv-s,2,104.99,-100.0
9504,mgvs2208-205xl,cal brg glv-xl,1,104.99,-100.0
9505,mgvs2211-103s,cali r glv-s,1,104.99,-100.0
9506,mgvs2348-l,"checkerboard,glv,l",2,124.99,-100.0
9507,mgvs2348-m,"checkerboard,glv,m",2,124.99,-100.0
9508,mgvs2348-s,"checkerboard,glv,s",1,124.99,-100.0
9509,mgvs2348-xl,"checkerboard,glv,xl",1,124.99,-100.0
9510,mgvs2350-l,"spark,glove,l",2,104.99,-100.0
9511,mgvs2350-m,"spark,glove,m",2,104.99,-100.0
9512,mgvs2350-s,"spark,glove,s",1,104.99,-100.0
9513,mgvs2350-xl,"spark,glove,xl",1,104.99,-100.0
9514,mgvs2351-l,"sulby,glove,blk,/,gld,l",2,114.99,-100.0
9515,mgvs2351-m,"sulby,glove,blk,/,gld,m",2,114.99,-100.0
9516,mgvs2351-s,"sulby,glove,blk,/,gld,s",1,114.99,-100.0
9517,mgvs2351-xl,"sulby,glove,blk,/,gld,xl",2,114.99,-100.0
9518,mgvs2352-l,"sulby,glove,blu/bne,l",2,114.99,-100.0
9519,mgvs2352-m,"sulby,glove,blu/bne,m",2,114.99,-100.0
9520,mgvs2352-s,"sulby,glove,blu/bne,s",1,114.99,-100.0
9521,mgvs2353-l,"sulby,glove,red,/bone,l",2,114.99,-100.0
9522,mgvs2353-m,"sulby,glove,red,/bone,m",2,114.99,-100.0
9523,mgvs2353-s,"sulby,glove,red,/bone,s",1,114.99,-100.0
9524,mgvs2353-xl,"sulby,glove,red,/bone,xl",2,114.99,-100.0
9525,mgvs2354-l,"sulby,glove,grn,/,gld,l",2,114.99,-100.0
9526,mgvs2354-m,"sulby,glove,grn,/,gld,m",2,114.99,-100.0
9527,mgvs2354-s,"sulby,glove,grn,/,gld,s",1,114.99,-100.0
9528,mgvs2354-xl,"sulby,glove,grn,/,gld,xl",2,114.99,-100.0
9529,mgvs2354-xxl,"sulby,glove,grn,/,gld,xxl",1,114.99,-100.0
9530,mgvs2355-l,"sulby,mesh,glv,blk/gld,l",2,95.99,-100.0
9531,mgvs2355-m,"sulby,mesh,glv,blk/gld,m",2,95.99,-100.0
9532,mgvs2355-s,"sulby,mesh,glv,blk/gld,s",2,95.99,-100.0
9533,mgvs2355-xl,"sulby,mesh,glv,blk/gld,xl",2,95.99,-100.0
9534,mgvs2355-xxl,"sulby,mesh,glv,blk/gld,xxl",1,95.99,-100.0
9535,mgvs2360-l,"cali,glove,grn,l",2,104.99,-100.0
9536,mgvs2360-m,"cali,glove,grn,m",2,104.99,-100.0
9537,mgvs2360-s,"cali,glove,grn,s",2,104.99,-100.0
9538,mgvs2360-xl,"cali,glove,grn,xl",2,104.99,-100.0
9539,mgvs23808-l,ace glove-l,2,119.99,-100.0
9540,mgvs23808-m,ace glove-m,1,119.99,-100.0
9541,mgvs23808-xl,ace glove-xl,2,119.99,-100.0
9542,mit24031,170/60-17 e07+,1,334.99,-100.0
9543,mit24142,120/70-19 e07+ dakar,4,256.85,-55.32
9544,mit24143,120/70-19 e07,1,251.67,-100.0
9545,mit574235,120/70-19 tourforce,1,254.0,-100.0
9546,mit574236,170/60-17 tour force,1,276.6,-100.0
9547,mit575493,180/55-17 sportforce,1,228.6,-0.49
9548,mles22100-m,assy b jkt-m,1,700.99,-100.0
9549,mles22100-xl,assy b jkt-xl,1,700.99,-100.0
9550,mles22103-l,bradn race-l,1,699.99,-100.0
9551,mles22103-m,bradn race-m,1,699.99,-100.0
9552,mles22106-l,bradn air jkt-l,1,700.99,-100.0
9553,mles22106-m,bradn air jkt-m,2,700.99,-100.0
9554,mles22106-s,bradn air jkt-s,2,700.99,-100.0
9555,mles22106-xl,bradn air jk-xl,1,700.99,-45.94
9556,mles22106-xxl,bradn air j-xxl,1,700.99,-100.0
9557,mles22107-l,lds brad air-l,1,700.99,-100.0
9558,mles22107-m,lds brad air-m,1,700.99,-100.0
9559,mles22107-s,lds brad air-s,1,700.99,-100.0
9560,mles22107-xl,lds brad air-xl,2,700.99,-100.0
9561,mles22107-xxl,lds brd air-xxl,2,700.99,-100.0
9562,mles22108-l,"l,braddan,sport,red,l",1,700.99,-100.0
9563,mles22108-m,"l,braddan,sport,red,m",1,700.99,-100.0
9564,mles22108-xl,"l,braddan,sport,red,xl",1,700.99,-100.0
9565,mles2332-l,"braddan,air,race,jkt,blu,l",1,700.99,-100.0
9566,mles2332-m,"braddan,air,race,jkt,blu,m",1,700.99,-100.0
9567,mles2332-xl,"braddan,air,race,jkt,blu,xl",1,700.99,-100.0
9568,mles2333-l,"l,braddan,air,race,blue,l",1,700.99,-100.0
9569,mles2333-m,"l,braddan,air,race,blue,m",1,700.99,-100.0
9570,mles2333-xl,"l,braddan,air,race,blue,xl",1,700.99,-100.0
9571,mles2333-xxl,"l,braddan,air,race,blue,xl",1,700.99,-100.0
9572,mles2336-l,"triple,lathr,jkt,l",1,700.99,-100.0
9573,mles2336-m,"triple,lathr,jkt,m",1,700.99,-100.0
9574,mles2336-s,"triple,lathr,jkt,s",1,700.99,-100.0
9575,mles2336-xl,"triple,lathr,jkt,xl",1,700.99,-100.0
9576,mles2336-xxl,"triple,lathr,jkt,xxl",1,700.99,-100.0
9577,mles2337-l,"bdn,air,race,jckt,racing\grn,l",2,700.99,-100.0
9578,mles2337-m,"bdn,air,race,jckt,racing\grn,m",2,700.99,-100.0
9579,mles2337-s,"bdn,air,race,jckt,racing\grn,s",1,700.99,-100.0
9580,mles2337-xl,"bdn,air,race,jckt,racing\grn,xl",2,700.99,-100.0
9581,mles2337-xxl,"bdn,air,race,jckt,racing\grn,",1,700.99,-100.0
9582,mles23800-l,ac lthr jkt-l,1,649.99,-100.0
9583,mles23800-xl,ac lthr jkt-xl,1,649.99,-100.0
9584,mles23800-xxl,ac lthr jkt-xxl,1,649.99,-100.0
9585,mlhs19e30-l,vance jacket,1,574.99,-100.0
9586,mlhs19e30-s,vance jacket,1,574.99,-100.0
9587,mlhs19e30-xxl,vance jacket,1,574.99,-100.0
9588,mlhs20111-m,braddan jacket,2,699.99,-100.0
9589,mlhs20111-s,braddan jacket,1,699.99,-100.0
9590,mlhs21101-l,braddan l,2,700.99,-100.0
9591,mlhs21101-m,braddan m,2,700.99,-100.0
9592,mlhs21102-l,perf braddan,1,700.99,-100.0
9593,mlhs21102-m,perf braddan,1,700.99,-100.0
9594,mlhs21102-s,perf braddan,2,700.99,-100.0
9595,mlhs21102-xl,perf braddan,1,700.99,-100.0
9596,mljs20531-30,triple jean,1,549.99,-100.0
9597,mljs20531-36,triple jean,1,549.99,-100.0
9598,mljs2201-40,tsport pant-40,1,624.99,-100.0
9599,mljs2204-32,triple pant-32,1,570.99,-100.0
9600,mljs2337-32,roadstr pnt-32,1,629.99,-100.0
9601,mlls21105-xl,braddan ls jkt,3,700.99,-100.0
9602,mlls21105-xxl,braddan ls jkt,1,700.99,-45.94
9603,mlps20530-s,triple jacket,1,689.99,-100.0
9604,mlps20530-xxl,triple jacket,1,689.99,-100.0
9605,mlsa19209-m,elizabeth shirt,1,75.99,-100.0
9606,mltc18412-l,charlotte jeans,1,395.99,-100.0
9607,mltc18412-xl,charlotte jeans,1,395.99,-100.0
9608,mlts21106-l,braddan lds,2,444.99,-100.0
9609,mlts21106-m,braddan lds,1,444.99,-100.0
9610,mlts21106-xl,braddan lds,1,444.99,-46.15
9611,mlts21106-xxl,braddan lds,3,444.99,-100.0
9612,mlts21310-l,hythe jacke-l,1,474.99,7.71
9613,mlts21310-m,hythe jacke-m,1,474.99,7.71
9614,mlts21310-s,hythe jacke-s,1,474.99,-100.0
9615,mlts21310-xl,hythe jacke-xl,3,474.99,-100.0
9616,mlts21310-xxl,hythe jacke-xxl,1,474.99,-100.0
9617,mlts2336-l,"ladies,braddan,wax,jkt,l",2,499.99,-100.0
9618,mlts2336-m,"ladies,braddan,wax,jkt,m",1,499.99,-46.15
9619,mlts2336-s,"ladies,braddan,wax,jkt,s",1,499.99,-100.0
9620,mlts2336-xl,"ladies,braddan,wax,jkt,xl",2,499.99,-100.0
9621,mlts2336-xxl,"ladies,braddan,wax,jkt,xxl",1,499.99,-100.0
9622,mnt2.0-uni,"extra,mount",10,25.99,-100.0
9623,mpos20002-l,"lustleigh,polo,wht,l",1,69.99,-100.0
9624,mpos20002-m,"lustleigh,polo,wht,m",1,69.99,-100.0
9625,mpos20002-s,"lustleigh,polo,wht,s",1,69.99,-100.0
9626,mpos20002-xl,"lustleigh,polo,wht,xl",1,69.99,-100.0
9627,mpos20003-l,lustleigh black,2,69.99,-73.07
9628,mpos20003-m,lustleigh black,3,69.99,-100.0
9629,mpos20003-s,lustleigh black,2,69.99,-100.0
9630,mpos20003-xl,lustleigh black,3,69.99,-100.0
9631,mpos20003-xxl,lustleigh black,1,69.99,-46.14
9632,mpos20003-xxxl,lustleigh black,2,69.99,-100.0
9633,ms-8x16x7,metric oil seal,4,5.95,-100.0
9634,mss07886210000s,310gs engine bars,2,249.55,-100.0
9635,msws19415-xs,preya hoody,1,99.99,-100.0
9636,msws21015-s,digby black,1,130.99,10.04
9637,msws21015-xxl,digby black,1,130.99,10.04
9638,msws21016-l,digby grey,2,130.99,-100.0
9639,msws21016-m,digby grey,2,130.99,-100.0
9640,msws21016-s,digby grey,1,130.99,-100.0
9641,msws21016-xl,digby grey,1,130.99,-100.0
9642,msws2332-m,"haytham,hoodie,m",1,130.99,-44.98
9643,msws2332-s,"haytham,hoodie,s",1,130.99,-100.0
9644,msws2332-xl,"haytham,hoodie,xl",1,130.99,-44.98
9645,msws2332-xxl,"haytham,hoodie,xxl",2,130.99,-100.0
9646,msws2342-s,"dolan,zip,hoodie,blk, s",1,124.99,-100.0
9647,msws2342-xl,"dolan,zip,hoodie,blk, xl",2,124.99,-100.0
9648,msws2342-xxl,"dolan,zip,hoodie,blk, xxl",2,124.99,-100.0
9649,msws2342-xxxl,"dolan,zip,hoodie,blk, xxxl",1,124.99,-100.0
9650,msws2344-l,"orla,pull-on,hoodie,l",2,124.99,-100.0
9651,msws2344-m,"orla,pull-on,hoodie,m",1,124.99,-100.0
9652,msws2344-xl,"orla,pull-on,hoodie,xl",2,124.99,-100.0
9653,msws2344-xxl,"orla,pull-on,hoodie,xxl",2,124.99,-100.0
9654,msws2345-l,"lilly,full,zip,hoodie,l",2,124.99,-100.0
9655,msws2345-m,"lilly,full,zip,hoodie,m",1,124.99,-100.0
9656,msws2345-s,"lilly,full,zip,hoodie,s",1,124.99,-100.0
9657,msws2345-xl,"lilly,full,zip,hoodie,xl",2,124.99,-100.0
9658,msws2345-xxl,"lilly,full,zip,hoodie,xxl",2,124.99,-100.0
9659,msws23805-l,ac zip sw-l,2,124.99,-100.0
9660,msws23805-m,ac zip sw-m,2,124.99,-100.0
9661,msws23805-s,ac zip sw-s,1,124.99,-100.0
9662,msws23805-xl,ac zip sw-xl,2,124.99,-100.0
9663,msws23805-xxl,ac zip sw-xxl,2,124.99,-100.0
9664,msws23805-xxxl,ac zip sw-xxxl,1,124.99,-100.0
9665,mtes2208-l,t sprt mesh-l,1,410.99,-100.0
9666,mtes2208-m,t sprt mesh-m,1,410.99,-100.0
9667,mtes2334-l,"braddan,retro,mesh,jckt,l",2,379.99,-100.0
9668,mtes2334-m,"braddan,retro,mesh,jckt,m",2,379.99,-100.0
9669,mtes2334-s,"braddan,retro,mesh,jckt,s",1,379.99,-100.0
9670,mtes2334-xl,"braddan,retro,mesh,jckt,xl",2,379.99,-100.0
9671,mtes2334-xxl,"braddan,retro,mesh,jckt,xxl",1,379.99,-100.0
9672,mtes2338-l,"sprt,msh,jkt,blk/wht/rd,l",2,410.99,-100.0
9673,mtes2338-m,"sprt,msh,jkt,blk/wht/rd,m",2,410.99,-100.0
9674,mtes2338-s,"sprt,msh,jkt,blk/wht/rd,s",2,410.99,-100.0
9675,mtes2338-xl,"sprt,msh,jkt,blk/wht/rd,xl",2,410.99,-100.0
9676,mtes2338-xxl,"sprt,msh,jkt,blk/wht/rd,xl",1,410.99,-100.0
9677,mths21103-l,"braddan,wax,jckt,l",2,499.99,-100.0
9678,mths21103-m,"braddan,wax,jckt,m",1,499.99,-46.15
9679,mths21103-s,"braddan,wax,jckt,s",1,499.99,-100.0
9680,mths21103-xl,"braddan,wax,jckt,xl",2,499.99,-100.0
9681,mths21103-xxl,"braddan,wax,jckt,xxl",1,499.99,-100.0
9682,mths21104-m,braddan mesh,1,449.99,-46.15
9683,mths21104-s,braddan mesh,1,449.99,-46.15
9684,mths21104-xxl,braddan mesh,1,449.99,-46.15
9685,mtjs19101-40,terra gtx jean,1,460.99,-100.0
9686,mtjs21305-38,cannock jean-38,1,444.99,-100.0
9687,mtjs2207-36,trpl tri pnt-36,1,379.99,-100.0
9688,mtjs22341-32,int air jns-32,1,300.99,-100.0
9689,mtjs22341-36,int air jns-36,1,300.99,-100.0
9690,mtls21019-l,stoll lds top,2,79.99,-100.0
9691,mtls21019-m,stoll lds top,2,79.99,-100.0
9692,mtls21019-s,stoll lds top,1,79.99,-100.0
9693,mtls21019-xxl,stoll lds top,2,79.99,-100.0
9694,mtls21020-s,swain lds top,1,79.99,-100.0
9695,mtls21031-l,adventure top,1,95.99,-44.55
9696,mtls21031-xxl,adventure top,1,95.99,-100.0
9697,mtls21031-xxxl,adventure top,1,95.99,-100.0
9698,mtls22103-l,swain lds-l,2,64.99,-46.14
9699,mtls22103-m,swain lds-m,4,64.99,-100.0
9700,mtls22103-s,swain lds-s,2,64.99,-100.0
9701,mtls22103-xl,swain lds-xl,1,64.99,-46.14
9702,mtls22103-xxl,swain lds-xxl,2,64.99,-73.07
9703,mtls22404-l,tiger 1200-l,0,84.99,0.0
9704,mtls22404-s,tiger 1200-s,1,84.99,-100.0
9705,mtls2314-l,"harker,l/sleeve,tee,l",2,79.99,-100.0
9706,mtls2314-m,"harker,l/sleeve,tee,m",2,79.99,-100.0
9707,mtls2314-s,"harker,l/sleeve,tee,s",1,79.99,-100.0
9708,mtls2314-xl,"harker,l/sleeve,tee,xl",2,79.99,-100.0
9709,mtls2314-xxl,"harker,l/sleeve,tee,xxl",2,79.99,-100.0
9710,mtls2314-xxxl,"harker,l/sleeve,tee,xxxl",1,79.99,-100.0
9711,mtpc18407-m,malvern jacket-m,0,925.99,0.0
9712,mtpc18407-m-mmp,malvern jacket-m,1,925.99,-100.0
9713,mtpc18407-xl,malvern jacket-xl,2,925.99,-100.0
9714,mtps20532-s,triple tritech jacket-s,1,474.99,-100.0
9715,mtps21304-s,leith jack-s,1,655.99,-100.0
9716,mtps21306-l,"cranbourne,jckt,blk,l",2,474.99,-100.0
9717,mtps21306-m,"cranbourne,jckt,blk,m",2,474.99,-100.0
9718,mtps21306-s,"cranbourne,jckt,blk,s",1,474.99,-100.0
9719,mtps21306-xl,"cranbourne,jckt,blk,xl",1,474.99,-46.15
9720,mtps21306-xxl,"cranbourne,jckt,blk,xxl",1,474.99,-100.0
9721,mtps21306-xxxl,"cranbourne,jckt,blk,xxxl",1,474.99,-100.0
9722,mtps22306-m,warrior jkt-m,1,350.99,-45.72
9723,mtps22306-s,warrior jkt-s,1,350.99,-100.0
9724,mtps2341-m,"tourer,lite,jckt,m",1,624.99,-100.0
9725,mtps2341-s,"tourer,lite,jckt,s",1,624.99,-100.0
9726,mtps2341-xl,"tourer,lite,jckt,xl",1,624.99,-100.0
9727,mtps2342-l,"tourer,bright,jkt,l",2,624.99,-100.0
9728,mtps2342-m,"tourer,bright,jkt,m",2,624.99,-100.0
9729,mtps2342-s,"tourer,bright,jkt,s",1,624.99,-100.0
9730,mtps2342-xl,"tourer,bright,jkt,xl",1,624.99,-46.15
9731,mtps2342-xxl,"tourer,bright,jkt,xxl",2,624.99,-100.0
9732,mtps2343-l,"cranbourne,lite,jckt,l",1,474.99,-100.0
9733,mtps2343-m,"cranbourne,lite,jckt,m",1,474.99,-100.0
9734,mtps2343-s,"cranbourne,lite,jckt,s",1,474.99,-100.0
9735,mtps2346-l,"hythe,lite,ladies,jckt,l",1,444.99,-100.0
9736,mtps2346-m,"hythe,lite,ladies,jckt,m",1,444.99,-100.0
9737,mtps2346-xl,"hythe,lite,ladies,jckt,xl",1,444.99,-100.0
9738,mtps2346-xxl,"hythe,lite,ladies,jckt,xxl",1,444.99,-100.0
9739,mtps2347-l,"cranbourne,mesh,jckt,l",2,379.99,-100.0
9740,mtps2347-m,"cranbourne,mesh,jckt,m",2,379.99,-100.0
9741,mtps2347-s,"cranbourne,mesh,jckt,s",1,379.99,-100.0
9742,mtps2347-xl,"cranbourne,mesh,jckt,xl",2,379.99,-100.0
9743,mtps2347-xxl,"cranbourne,mesh,jckt,xxl",1,379.99,-100.0
9744,mtss12089-m-bm,dohc t-shirt m,1,12.99,-100.0
9745,mtss20001-l,bamburgh blk iris tee-l,1,54.99,-46.14
9746,mtss20001-m,"bamburgh,blk iris tee-m",1,54.99,-46.14
9747,mtss20001-s,"bamburgh,tee,blk,iris,s",1,54.99,-100.0
9748,mtss20001-xl,bamburgh blk iris tee-xl,2,54.99,-100.0
9749,mtss20001-xxl,"bamburgh,blk iris tee-xxl",1,54.99,-100.0
9750,mtss20021-l,orford tee-l,2,46.99,-71.42
9751,mtss20021-m,orford tee-m,1,46.99,-100.0
9752,mtss20021-s,orford tee-s,3,46.99,-100.0
9753,mtss20021-xl,orford tee-xl,2,46.99,-71.42
9754,mtss20021-xxxl,orford tee,1,46.99,-42.84
9755,mtss20023-s,devon tee,2,46.99,-100.0
9756,mtss20023-xxl,devon tee,1,46.99,-100.0
9757,mtss20024-s,ashwell wht tee,1,41.99,-100.0
9758,mtss20024-xxxl,ashwell wht tee,1,41.99,-100.0
9759,mtss20036-s,cartmel j blk,1,37.99,-46.13
9760,mtss20036-xxxl,cartmel j blk,2,37.99,-100.0
9761,mtss20039-s,cartmel blk,1,37.99,-46.13
9762,mtss20056-l,melrose white,1,37.99,-46.13
9763,mtss20056-m,melrose white,1,37.99,-46.13
9764,mtss20056-xl,melrose white,1,37.99,-46.13
9765,mtss20057-s,melrose black,1,37.99,-100.0
9766,mtss20057-xxl,melrose black,2,37.99,-100.0
9767,mtss21005-m,helston wht tee,1,46.99,-100.0
9768,mtss21005-s,helston wht tee,1,46.99,-42.84
9769,mtss21005-xxl,helston wht tee,1,46.99,-100.0
9770,mtss21005-xxxl,helston wht tee,1,46.99,-100.0
9771,mtss21006-s,helston blk tee,2,46.99,-100.0
9772,mtss21006-xl,helston blk tee,1,46.99,-42.84
9773,mtss21006-xxxl,helston blk tee,1,46.99,-42.84
9774,mtss21009-m,nevett tee,1,44.99,-100.0
9775,mtss21009-xxxl,nevett tee,2,44.99,-100.0
9776,mtss21018-m,boleigh tee,2,44.99,-100.0
9777,mtss21018-s,boleigh tee,0,44.99,0.0
9778,mtss22016-s,billybob te-s,1,41.99,-100.0
9779,mtss22017-xl,reckless te-xl,1,41.99,-100.0
9780,mtss22019-s,thelma tee-s,1,41.99,-100.0
9781,mtss22020-s,thelma b te-s,1,41.99,-100.0
9782,mtss22020-xl,thelma b te-xl,2,41.99,-100.0
9783,mtss22024-l,custom tee-l,1,41.99,7.73
9784,mtss22026-m,bitten tee-m,4,41.99,-100.0
9785,mtss22026-s,bitten tee-s,3,41.99,-100.0
9786,mtss22026-xl,bitten tee-xl,2,41.99,-24.96
9787,mtss22028-m,earling tee-m,1,37.99,-100.0
9788,mtss22028-s,"earling,tee,black,s",1,37.99,-100.0
9789,mtss22028-xl,"earling,tee,black,xl",1,37.99,-100.0
9790,mtss22028-xxl,"earling,tee,black,xxl",1,37.99,-100.0
9791,mtss22028-xxxl,"earling,tee,black,xxxl",1,37.99,-100.0
9792,mtss22339-s,rapid dry t-s,1,44.99,-46.08
9793,mtss22340-l,rapid race-l,2,49.99,-73.04
9794,mtss22340-m,rapid race-m,1,49.99,-46.09
9795,mtss22340-s,rapid race-s,3,49.99,-100.0
9796,mtss22340-xl,rapid race-xl,2,49.99,-73.04
9797,mtss22340-xxl,rapid race-xxl,2,49.99,-73.04
9798,mtss22403-xl,tiger 1200-xl,0,49.99,0.0
9799,mtss2310-l,"saltern,tee,wht/blk,l",2,44.99,-100.0
9800,mtss2310-m,"saltern,tee,wht/blk,m",2,44.99,-100.0
9801,mtss2310-s,"saltern,tee,wht/blk,s",1,44.99,-100.0
9802,mtss2310-xl,"saltern,tee,wht/blk,xl",2,44.99,-100.0
9803,mtss2310-xxl,"saltern,tee,wht/blk,xxl",1,44.99,-100.0
9804,mtss2311-m,"saltern,tee,gld/navy,m",2,44.99,-100.0
9805,mtss2311-s,"saltern,tee,gld/navy,s",1,44.99,-100.0
9806,mtss2311-xl,"saltern,tee,gld/navy,xl",2,44.99,-100.0
9807,mtss2311-xxl,"saltern,tee,gld/navy,xxl",2,44.99,-100.0
9808,mtss2312-l,"fenland,tee,wht/blk,l",2,54.99,-100.0
9809,mtss2312-m,"fenland,tee,wht/blk,m",1,54.99,-100.0
9810,mtss2312-s,"fenland,tee,wht/blk,s",1,54.99,-100.0
9811,mtss2312-xl,"fenland,tee,wht/blk,xl",2,54.99,-100.0
9812,mtss2313-l,"fenland,tee,gld/navy,l",2,54.99,-100.0
9813,mtss2313-m,"fenland,tee,gld/navy,m",2,54.99,-100.0
9814,mtss2313-s,"fenland,tee,gld/navy,s",1,54.99,-100.0
9815,mtss2313-xxl,"fenland,tee,gld/navy,xxl",2,54.99,-100.0
9816,mtss2313-xxxl,"fenland,tee,gld/navy,xxxl",1,54.99,-100.0
9817,mtss2318-l,"preston,tee,blk/bone,l",2,54.99,-100.0
9818,mtss2318-m,"preston,tee,blk/bone,m",2,54.99,-100.0
9819,mtss2318-xl,"preston,tee,blk/bone,xl",2,54.99,-100.0
9820,mtss2318-xxl,"preston,tee,blk/bone,xxl",2,54.99,-100.0
9821,mtss2318-xxxl,"preston,tee,blk/bone,xxxl",1,54.99,-100.0
9822,mtss2319-m,"preston,tee,navy/yllw,m",2,54.99,-100.0
9823,mtss2319-s,"preston,tee,navy/yllw,s",1,54.99,-100.0
9824,mtss2319-xl,"preston,tee,navy/yllw,xl",2,54.99,-100.0
9825,mtss2319-xxl,"preston,tee,navy/yllw,xxl",2,54.99,-100.0
9826,mtss2319-xxxl,"preston,tee,navy/yllw,xxxl",1,54.99,-100.0
9827,mtss2320-l,"marie,ladies,t-shirt,blk/l",1,54.99,-100.0
9828,mtss2320-m,"marie,ladies,t-shirt,blk/m",1,54.99,-100.0
9829,mtss2320-s,"marie,ladies,t-shirt,blk/s",1,54.99,-100.0
9830,mtss2320-xl,"marie,ladies,t-shirt,blk/xl",1,54.99,-100.0
9831,mtss2320-xxl,"marie,ladies,t-shirt,blk/xxl",1,54.99,-100.0
9832,mtss2321-l,"marie,ladies,tee,navy/yllw,l",2,54.99,-100.0
9833,mtss2321-m,"marie,ladies,tee,navy/yllw,m",2,54.99,-100.0
9834,mtss2321-s,"marie,ladies,tee,navy/yllw,s",1,54.99,-100.0
9835,mtss2321-xl,"marie,ladies,tee,navy/yllw,xl",2,54.99,-100.0
9836,mtss2321-xxl,"marie,ladies,tee,navy/yllw,xl",2,54.99,-100.0
9837,mtss2324-m,"snake,pit,tee,blk/bone,m",2,54.99,-100.0
9838,mtss2324-s,"snake,pit,tee,blk/bone,s",1,54.99,-100.0
9839,mtss2324-xl,"snake,pit,tee,blk/bone,xl",2,54.99,-100.0
9840,mtss2324-xxl,"snake,pit,tee,blk/bone,xxl",2,54.99,-100.0
9841,mtss2324-xxxl,"snake,pit,tee,blk/bone,xxxl",1,54.99,-100.0
9842,mtss2325-l,"snake,pit,tee,wht/gry,l",1,54.99,-100.0
9843,mtss2325-m,"snake,pit,tee,wht/gry,m",1,54.99,-100.0
9844,mtss2325-s,"snake,pit,tee,wht/gry,s",1,54.99,-100.0
9845,mtss2325-xl,"snake,pit,tee,wht/gry,xl",1,54.99,-100.0
9846,mtss2325-xxl,"snake,pit,tee,wht/gry,xxl",1,54.99,-100.0
9847,mtss2326-l,"snake,pit,ladies,tee,wht/g,l",2,54.99,-100.0
9848,mtss2326-m,"snake,pit,ladies,tee,wht/g,m",2,54.99,-100.0
9849,mtss2326-s,"snake,pit,ladies,tee,wht/g,s",1,54.99,-100.0
9850,mtss2326-xl,"snake,pit,ladies,tee,wht/g,xl",2,54.99,-100.0
9851,mtss2326-xxl,"snake,pit,ladies,tee,wht/g,xxl",2,54.99,-100.0
9852,mtss2327-l,"snake,pit,ladies,tee,blk,l",2,54.99,-100.0
9853,mtss2327-m,"snake,pit,ladies,tee,blk,m",2,54.99,-100.0
9854,mtss2327-s,"snake,pit,ladies,tee,blk,s",1,54.99,-100.0
9855,mtss2327-xl,"snake,pit,ladies,tee,blk,xl",2,54.99,-100.0
9856,mtss2327-xxl,"snake,pit,ladies,tee,blk,xxl",2,54.99,-100.0
9857,mtss2328-l,"rad,tee,wht/multi,l",1,54.99,-100.0
9858,mtss2328-m,"rad,tee,wht/multi,m",1,54.99,-100.0
9859,mtss2328-xl,"rad,tee,wht/multi,xl",1,54.99,-100.0
9860,mtss2331-l,"rad,ladies,tee,blk/l",1,54.99,-100.0
9861,mtss2331-m,"rad,ladies,tee,blk/m",1,54.99,-100.0
9862,mtss2331-s,"rad,ladies,tee,blk/s",1,54.99,-100.0
9863,mtss2331-xl,"rad,ladies,tee,blk/xl",1,54.99,-100.0
9864,mtss2331-xxl,"rad,ladies,tee,blk/xxl",1,54.99,-100.0
9865,mtss23802-l,ace pkt wht-l,1,54.99,-100.0
9866,mtss23802-m,ace pkt wht-m,1,54.99,-100.0
9867,mtss23802-xl,ace pkt wht-xl,1,54.99,-100.0
9868,mtss23802-xxl,ace pkt wht-xxl,1,54.99,-100.0
9869,mtss23803-l,ac pkt blk-l,1,54.99,-46.14
9870,mtss23803-m,ac pkt blk-m,1,54.99,-100.0
9871,mtss23803-xl,ac pkt blk-xl,2,54.99,-100.0
9872,mtss23803-xxl,ac pkt blk-xxl,2,54.99,-100.0
9873,mtus20316,refill t ntube,1,29.99,7.75
9874,mtus2340,"cohen,nck,tb,blk/bne",2,29.99,-73.06
